2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
,1.430432558,,,1.529229045,,1.481070995,1.44887805,1.419003606,1.382011414,
-1.092873931,-1.179047585,-1.23280859,-1.202040911,-1.33163166,-1.343250394,-1.094413161,-1.225821495,-1.234725356,-1.195175648,
-0.197124302,-0.035579409,-0.058209799,-0.082808711,-0.062279701,-0.182953715,-0.394690096,-0.322906375,-0.335550964,-0.435422927,
-0.90055126,-0.940335035,-0.969305158,-0.769357681,-0.768885911,-0.87080425,-0.890584469,-0.981742799,-1.006826162,-0.902155161,
-0.578870595,,,-0.533159971,,,-0.466807723,-0.464938194,-0.357469857,-0.68079555,
0.208884388,,,0.330911636,,0.287988096,,,,0.420911133,
,-0.64828223,-0.740070939,-0.362123013,-0.446484566,-0.493495315,-0.329438746,-0.359188616,-0.419070631,-0.436561465,
,-0.799693644,,-0.965795934,-0.911170244,-0.983656526,-1.092476249,-1.162604332,-1.180242777,-1.153553963,
-0.693096042,-0.750798464,-0.759475291,-0.750753164,-0.681256294,-0.69533366,-0.763061523,-0.687606812,-0.684246004,-0.575335741,
0.066538751,-0.121417925,-0.03543622,-0.101436049,-0.185908958,-0.546340764,-1.081532598,-1.024301887,-0.92794317,-0.9363603,
,0.041264266,-0.050877452,0.007965803,-0.068783879,-0.062345684,-0.146229833,-0.176411241,-0.242814034,-0.234493166,
0.907858193,0.712442398,0.850906134,0.824559629,0.870701671,0.907619238,0.845568657,0.907748461,0.827514887,0.797514439,
0.864745378,0.772818387,0.786004841,0.859106541,0.897014558,0.873045623,0.826821387,0.893903494,0.7557652,0.677055538,
0.954206944,0.948056579,0.985765696,1.039264202,0.885067225,0.945000768,1.049871445,1.07378161,1.1127491,1.114635468,
-1.654615641,-1.52613163,-1.403055668,-1.362074971,-1.276144028,-1.251288056,-1.093180299,-1.164533854,-1.079696417,-1.037155151,
0.154370874,0.133996755,,0.169676483,0.264067978,0.164945588,0.023305662,0.040718086,-0.083534092,-0.114061393,
-1.381487966,-1.353180647,-1.289598703,-1.204545498,-1.12531507,-1.026084781,-0.985266924,-0.893077552,-0.900649309,-0.988153279,
-0.09685709949473684,-0.15987017557142857,-0.09762704772897196,-0.08762683671774195,-0.07513760478333335,-0.05044036926495724,-0.043792988532258055,-0.044847075008196714,-0.05209351304958675,-0.036957935944000014,
